review_id,rating,title,content,review_date,is_deleted,deleted_date,ticket_id
1263,1,Nice place,Everything was well organized and enjoyable.,2024-02-28,true,2025-03-11,19473
1264,1,Nice place,I expected more from the experience.,2024-02-02,true,2025-03-24,8072
1265,4,Not bad,The visit was fun and memorable.,2024-09-19,false,,10410
1266,4,Highly recommended,A nice attraction for families and children.,2025-02-27,false,,6171
1267,5,Highly recommended,A nice attraction for families and children.,2024-04-01,false,,2100
1268,2,Very good,The place was clean and the staff were helpful.,2025-02-08,true,2025-03-12,3904
1269,4,Not bad,"Some parts were good, but there is room for improvement.",2024-10-25,false,,13129
1270,1,Worth it,Everything was well organized and enjoyable.,2024-05-19,false,,1405
1271,5,Disappointing,The visit was fun and memorable.,2024-04-10,false,,6009
1272,3,Very good,I expected more from the experience.,2024-09-24,false,,14082
1273,5,Amazing,Everything was well organized and enjoyable.,2024-06-11,true,2025-03-08,60
1274,3,Worth it,The place was clean and the staff were helpful.,2024-10-14,false,,8004
1275,5,Highly recommended,"Some parts were good, but there is room for improvement.",2024-12-14,false,,10388
1276,4,Disappointing,"Some parts were good, but there is room for improvement.",2024-06-24,false,,7844
1277,5,Amazing,I had a good experience overall.,2024-01-24,true,2025-03-24,10873
1278,4,Not bad,The place was clean and the staff were helpful.,2024-04-19,false,,12825
1279,5,Worth it,The attraction was interesting and worth the price.,2024-08-02,false,,10280
1280,3,Disappointing,A nice attraction for families and children.,2025-01-13,true,2025-03-23,12971
1281,4,Nice place,The visit was fun and memorable.,2024-12-23,true,2025-03-29,2336
1282,2,Worth it,Everything was well organized and enjoyable.,2024-05-17,true,2025-03-19,2431
1283,3,Highly recommended,A nice attraction for families and children.,2025-01-18,false,,14180
1284,2,Disappointing,A nice attraction for families and children.,2024-07-25,false,,17573
1285,1,Very good,I had a good experience overall.,2024-04-12,false,,6816
1286,5,Great for families,The visit was fun and memorable.,2025-02-27,true,2025-03-24,12951
1287,4,Great for families,The attraction was interesting and worth the price.,2024-03-23,false,,19494
1288,2,Disappointing,Everything was well organized and enjoyable.,2024-07-02,false,,13423
1289,4,Nice place,The place was clean and the staff were helpful.,2024-10-20,false,,18522
1290,3,Worth it,I expected more from the experience.,2024-08-08,false,,13085
1291,1,Nice place,The visit was fun and memorable.,2024-12-26,true,2025-03-19,3967
1292,5,Worth it,I would recommend this place to others.,2024-04-21,true,2025-03-09,16365
1293,4,Amazing,I would recommend this place to others.,2024-03-29,false,,8698
1294,5,Could be better,Everything was well organized and enjoyable.,2024-07-13,true,2025-04-01,13041
1295,2,Disappointing,It was too crowded and not as expected.,2024-07-05,true,2025-03-17,11762
1296,5,Amazing,"Some parts were good, but there is room for improvement.",2024-02-10,false,,4694
1297,1,Amazing,"Some parts were good, but there is room for improvement.",2025-02-01,true,2025-03-14,10409
1298,5,Amazing,It was too crowded and not as expected.,2024-02-25,true,2025-03-15,3098
1299,2,Fun day,The visit was fun and memorable.,2024-02-15,false,,19214
1300,2,Disappointing,A nice attraction for families and children.,2024-08-07,true,2025-03-05,1969
1301,4,Great for families,I expected more from the experience.,2024-01-22,false,,5498
1302,2,Not bad,The place was clean and the staff were helpful.,2024-11-19,true,2025-03-15,10763
1303,4,Great for families,I had a good experience overall.,2024-07-29,true,2025-03-22,13694
1304,1,Fun day,The place was clean and the staff were helpful.,2024-03-27,false,,5726
1305,5,Fun day,The place was clean and the staff were helpful.,2024-02-20,true,2025-03-08,5240
1306,5,Not bad,I would recommend this place to others.,2024-01-14,false,,15011
1307,3,Not bad,A nice attraction for families and children.,2025-01-02,true,2025-03-22,16444
1308,2,Could be better,Everything was well organized and enjoyable.,2024-02-18,false,,17456
1309,3,Fun day,The place was clean and the staff were helpful.,2024-10-17,true,2025-03-16,6903
1310,3,Highly recommended,I had a good experience overall.,2024-11-15,false,,5006
1311,4,Disappointing,The visit was fun and memorable.,2025-02-13,false,,171
1312,3,Could be better,I would recommend this place to others.,2025-01-12,true,2025-03-16,3201
1313,2,Not bad,A nice attraction for families and children.,2024-03-21,false,,15132
1314,1,Highly recommended,The attraction was interesting and worth the price.,2024-10-25,true,2025-04-01,8294
1315,5,Not bad,I had a good experience overall.,2025-01-31,true,2025-03-16,2785
1316,3,Amazing,I would recommend this place to others.,2024-05-26,false,,18203
1317,1,Worth it,I had a good experience overall.,2024-05-12,false,,13352
1318,5,Great for families,Everything was well organized and enjoyable.,2024-11-06,true,2025-03-21,11040
1319,5,Very good,A nice attraction for families and children.,2024-07-27,true,2025-03-20,17980
1320,1,Disappointing,I would recommend this place to others.,2024-02-08,false,,11146
1321,3,Very good,A nice attraction for families and children.,2024-04-05,false,,12938
1322,5,Great for families,I had a good experience overall.,2025-01-26,false,,12894
1323,1,Fun day,The attraction was interesting and worth the price.,2024-05-01,false,,15255
1324,2,Amazing,"Some parts were good, but there is room for improvement.",2024-09-24,true,2025-03-04,4034
1325,4,Worth it,It was too crowded and not as expected.,2024-02-16,true,2025-03-07,8271
1326,1,Great for families,"Some parts were good, but there is room for improvement.",2024-04-20,true,2025-03-24,13947
1327,5,Fun day,A nice attraction for families and children.,2024-01-24,true,2025-03-13,19178
1328,2,Very good,The place was clean and the staff were helpful.,2024-07-01,false,,941
1329,1,Not bad,"Some parts were good, but there is room for improvement.",2025-02-08,true,2025-03-20,12902
1330,4,Could be better,The place was clean and the staff were helpful.,2024-01-04,false,,18374
1331,4,Fun day,It was too crowded and not as expected.,2024-09-18,true,2025-03-31,4038
1332,5,Fun day,I expected more from the experience.,2024-10-15,false,,2254
1333,2,Nice place,The attraction was interesting and worth the price.,2024-02-23,true,2025-03-28,18113
1334,5,Nice place,The place was clean and the staff were helpful.,2024-11-17,false,,1069
1335,4,Very good,I had a good experience overall.,2024-03-22,false,,12602
1336,5,Great for families,I had a good experience overall.,2024-05-24,true,2025-03-02,12431
1337,4,Nice place,A nice attraction for families and children.,2024-03-16,true,2025-03-28,17832
1338,2,Could be better,I would recommend this place to others.,2025-02-23,false,,10394
1339,3,Not bad,Everything was well organized and enjoyable.,2024-08-08,true,2025-03-21,4628
1340,2,Very good,The visit was fun and memorable.,2024-11-23,true,2025-03-08,9912
1341,2,Worth it,The visit was fun and memorable.,2024-04-28,true,2025-03-20,1021
1342,4,Amazing,It was too crowded and not as expected.,2024-08-23,true,2025-03-20,10546
1343,1,Highly recommended,The attraction was interesting and worth the price.,2024-10-26,false,,10560
1344,1,Could be better,A nice attraction for families and children.,2024-05-13,true,2025-03-24,9952
1345,2,Fun day,"Some parts were good, but there is room for improvement.",2024-11-22,false,,1989
1346,4,Not bad,It was too crowded and not as expected.,2024-07-29,true,2025-03-17,193
1347,3,Highly recommended,"Some parts were good, but there is room for improvement.",2024-07-25,false,,5962
1348,1,Not bad,The attraction was interesting and worth the price.,2024-03-13,true,2025-03-14,2738
1349,1,Not bad,I had a good experience overall.,2024-06-03,false,,8799
1350,2,Highly recommended,The attraction was interesting and worth the price.,2024-11-16,false,,838
1351,1,Fun day,The place was clean and the staff were helpful.,2025-02-17,true,2025-03-29,3086
1352,5,Very good,The attraction was interesting and worth the price.,2025-01-12,false,,9134
1353,5,Disappointing,The place was clean and the staff were helpful.,2024-10-14,true,2025-03-16,9177
1354,2,Very good,A nice attraction for families and children.,2025-01-09,false,,13979
1355,3,Fun day,The visit was fun and memorable.,2024-03-01,true,2025-03-03,15970
1356,1,Could be better,It was too crowded and not as expected.,2024-04-09,false,,355
1357,1,Very good,Everything was well organized and enjoyable.,2024-08-28,true,2025-03-26,12853
1358,2,Worth it,The visit was fun and memorable.,2024-09-14,false,,4562
1359,2,Worth it,I had a good experience overall.,2024-08-22,false,,16894
1360,3,Worth it,The visit was fun and memorable.,2025-02-07,false,,10876
1361,2,Could be better,A nice attraction for families and children.,2025-01-07,true,2025-03-06,19945
1362,5,Fun day,Everything was well organized and enjoyable.,2024-09-24,false,,19350
1363,4,Could be better,A nice attraction for families and children.,2024-05-23,true,2025-03-14,16611
1364,4,Great for families,Everything was well organized and enjoyable.,2024-12-22,false,,19516
1365,4,Not bad,"Some parts were good, but there is room for improvement.",2024-11-29,true,2025-03-26,13174
1366,4,Amazing,A nice attraction for families and children.,2024-02-01,true,2025-03-13,5470
1367,4,Fun day,The place was clean and the staff were helpful.,2024-10-06,false,,2100
1368,5,Very good,"Some parts were good, but there is room for improvement.",2024-08-24,true,2025-03-30,3832
1369,5,Worth it,I expected more from the experience.,2024-02-22,true,2025-03-14,3417
1370,5,Amazing,The place was clean and the staff were helpful.,2024-11-01,true,2025-03-30,14525
1371,4,Disappointing,The visit was fun and memorable.,2024-06-15,false,,14929
1372,4,Very good,I had a good experience overall.,2024-01-19,true,2025-03-02,1514
1373,2,Could be better,The place was clean and the staff were helpful.,2024-04-27,true,2025-03-09,4956
1374,5,Disappointing,Everything was well organized and enjoyable.,2024-05-25,false,,3131
1375,3,Worth it,The visit was fun and memorable.,2024-05-02,true,2025-04-01,6219
1376,1,Great for families,Everything was well organized and enjoyable.,2024-09-25,false,,19115
1377,4,Disappointing,The attraction was interesting and worth the price.,2025-02-19,false,,9446
1378,1,Great for families,A nice attraction for families and children.,2024-08-19,false,,16278
1379,1,Great for families,It was too crowded and not as expected.,2024-03-15,true,2025-03-13,15475
1380,5,Very good,The place was clean and the staff were helpful.,2025-02-13,true,2025-03-03,3775
1381,3,Not bad,The attraction was interesting and worth the price.,2025-01-08,false,,15669
1382,4,Nice place,I expected more from the experience.,2024-05-25,false,,9863
1383,4,Not bad,I had a good experience overall.,2024-07-21,true,2025-03-05,16481
1384,4,Fun day,The attraction was interesting and worth the price.,2024-10-21,true,2025-03-29,12049
1385,5,Worth it,The visit was fun and memorable.,2024-04-05,false,,8333
1386,1,Could be better,I would recommend this place to others.,2024-08-25,true,2025-03-23,19250
1387,1,Disappointing,I had a good experience overall.,2024-10-11,true,2025-03-21,3060
1388,5,Not bad,I expected more from the experience.,2024-03-19,false,,4870
1389,1,Could be better,The place was clean and the staff were helpful.,2025-02-09,true,2025-03-27,135
1390,4,Worth it,The attraction was interesting and worth the price.,2024-11-26,false,,3522
1391,4,Very good,I had a good experience overall.,2025-01-27,false,,6111
1392,4,Very good,The visit was fun and memorable.,2024-08-05,true,2025-03-15,12041
1393,3,Amazing,A nice attraction for families and children.,2024-07-22,false,,12552
1394,3,Highly recommended,Everything was well organized and enjoyable.,2024-07-15,false,,11301
1395,3,Fun day,I had a good experience overall.,2024-01-27,false,,7126
1396,3,Fun day,A nice attraction for families and children.,2024-11-23,false,,18188
1397,2,Great for families,Everything was well organized and enjoyable.,2024-01-01,true,2025-03-21,15747
1398,1,Could be better,"Some parts were good, but there is room for improvement.",2024-09-03,false,,5182
1399,1,Worth it,I had a good experience overall.,2024-06-14,true,2025-03-05,5503
1400,5,Worth it,A nice attraction for families and children.,2024-05-18,true,2025-03-29,11201
1401,3,Nice place,The attraction was interesting and worth the price.,2024-10-31,true,2025-03-26,15075
1402,2,Very good,The visit was fun and memorable.,2024-02-08,true,2025-03-29,3995
1403,4,Worth it,I expected more from the experience.,2024-08-10,false,,4867
1404,3,Very good,It was too crowded and not as expected.,2025-01-31,true,2025-03-13,11656
1405,3,Great for families,I had a good experience overall.,2024-03-31,true,2025-03-16,7282
1406,5,Great for families,A nice attraction for families and children.,2024-02-10,false,,1445
1407,5,Fun day,I expected more from the experience.,2024-09-14,true,2025-03-03,15171
1408,3,Highly recommended,It was too crowded and not as expected.,2024-02-02,false,,16424
1409,5,Not bad,I expected more from the experience.,2024-04-01,false,,12457
1410,4,Amazing,I would recommend this place to others.,2024-05-08,false,,16662
1411,4,Fun day,I would recommend this place to others.,2024-05-03,false,,8329
1412,3,Great for families,The visit was fun and memorable.,2024-04-06,true,2025-03-20,12482
1413,2,Not bad,The place was clean and the staff were helpful.,2024-03-17,false,,9882
1414,1,Worth it,The place was clean and the staff were helpful.,2024-10-24,false,,15180
1415,3,Worth it,Everything was well organized and enjoyable.,2024-03-11,true,2025-03-27,6209
1416,4,Worth it,The place was clean and the staff were helpful.,2024-03-08,false,,19991
1417,2,Disappointing,A nice attraction for families and children.,2024-04-03,false,,18709
1418,5,Very good,The attraction was interesting and worth the price.,2024-07-17,false,,10377
1419,3,Amazing,The place was clean and the staff were helpful.,2024-09-15,false,,6708
1420,2,Nice place,Everything was well organized and enjoyable.,2024-08-07,false,,13970
1421,1,Disappointing,"Some parts were good, but there is room for improvement.",2024-04-12,true,2025-03-14,1209
1422,5,Could be better,The visit was fun and memorable.,2024-08-30,true,2025-03-12,8679
1423,2,Fun day,I would recommend this place to others.,2024-06-28,true,2025-03-09,18375
1424,2,Amazing,I expected more from the experience.,2025-01-21,true,2025-03-12,2817
1425,3,Fun day,I expected more from the experience.,2024-11-02,false,,14685
1426,4,Could be better,A nice attraction for families and children.,2024-04-17,true,2025-03-02,11217
1427,3,Very good,I had a good experience overall.,2024-01-25,true,2025-03-24,5925
1428,5,Fun day,Everything was well organized and enjoyable.,2024-07-24,true,2025-03-08,14818
1429,5,Nice place,The place was clean and the staff were helpful.,2024-06-26,true,2025-03-29,17225
1430,4,Fun day,The visit was fun and memorable.,2024-07-11,true,2025-03-21,4407
1431,4,Could be better,"Some parts were good, but there is room for improvement.",2024-11-19,false,,8702
1432,3,Worth it,Everything was well organized and enjoyable.,2024-07-02,true,2025-03-16,16412
1433,2,Very good,"Some parts were good, but there is room for improvement.",2024-07-15,false,,9379
1434,2,Highly recommended,It was too crowded and not as expected.,2024-11-08,false,,13362
1435,1,Not bad,I expected more from the experience.,2025-02-16,true,2025-03-29,14489
1436,4,Very good,"Some parts were good, but there is room for improvement.",2024-10-08,false,,8441
1437,4,Great for families,Everything was well organized and enjoyable.,2024-06-26,false,,4615
1438,3,Not bad,It was too crowded and not as expected.,2024-01-21,true,2025-03-27,3838
1439,1,Amazing,The attraction was interesting and worth the price.,2024-05-25,false,,18720
1440,5,Great for families,The place was clean and the staff were helpful.,2024-07-08,false,,9535
1441,3,Very good,I would recommend this place to others.,2024-07-19,false,,18
1442,5,Great for families,It was too crowded and not as expected.,2024-09-01,true,2025-03-10,16899
1443,4,Worth it,The visit was fun and memorable.,2024-08-24,true,2025-03-20,15507
1444,3,Fun day,Everything was well organized and enjoyable.,2025-02-28,true,2025-03-18,14339
1445,1,Amazing,A nice attraction for families and children.,2024-08-18,false,,4750
1446,2,Fun day,"Some parts were good, but there is room for improvement.",2024-12-09,false,,12250
1447,3,Very good,Everything was well organized and enjoyable.,2024-04-28,false,,15311
1448,2,Amazing,It was too crowded and not as expected.,2024-06-05,false,,5652
1449,3,Amazing,The place was clean and the staff were helpful.,2024-10-09,true,2025-03-05,16903
1450,5,Disappointing,A nice attraction for families and children.,2024-02-26,false,,6124
1451,3,Great for families,"Some parts were good, but there is room for improvement.",2024-04-12,true,2025-03-31,884
1452,5,Disappointing,I had a good experience overall.,2024-04-15,false,,9844
1453,3,Worth it,I had a good experience overall.,2024-06-14,false,,9480
1454,2,Disappointing,It was too crowded and not as expected.,2024-02-27,false,,9248
1455,4,Nice place,A nice attraction for families and children.,2025-01-26,true,2025-03-15,7007
1456,3,Amazing,I expected more from the experience.,2024-02-17,false,,6130
1457,2,Very good,I expected more from the experience.,2024-07-23,false,,19422
1458,1,Highly recommended,A nice attraction for families and children.,2024-10-25,true,2025-03-02,9704
1459,3,Amazing,The place was clean and the staff were helpful.,2024-02-05,true,2025-03-25,10852
1460,3,Amazing,It was too crowded and not as expected.,2024-12-18,true,2025-03-25,1397
1461,3,Disappointing,A nice attraction for families and children.,2025-01-06,true,2025-03-14,3266
1462,1,Not bad,The visit was fun and memorable.,2024-05-07,false,,17703
1463,3,Highly recommended,"Some parts were good, but there is room for improvement.",2024-11-02,true,2025-03-21,15457
1464,5,Very good,The place was clean and the staff were helpful.,2025-01-06,true,2025-03-14,3237
1465,3,Highly recommended,The place was clean and the staff were helpful.,2024-05-28,true,2025-03-04,14797
1466,1,Disappointing,A nice attraction for families and children.,2024-10-27,false,,14246
1467,1,Very good,A nice attraction for families and children.,2024-06-29,true,2025-04-01,328
1468,5,Could be better,I expected more from the experience.,2024-11-03,true,2025-03-03,11613
1469,2,Very good,It was too crowded and not as expected.,2024-11-14,true,2025-03-30,18341
1470,4,Very good,The attraction was interesting and worth the price.,2024-07-09,false,,19584
1471,4,Highly recommended,The visit was fun and memorable.,2024-05-01,false,,7243
1472,4,Not bad,It was too crowded and not as expected.,2024-05-05,true,2025-03-06,14988
1473,2,Highly recommended,Everything was well organized and enjoyable.,2024-09-28,true,2025-03-02,4296
1474,3,Nice place,I expected more from the experience.,2024-08-07,true,2025-03-14,5570
1475,5,Very good,It was too crowded and not as expected.,2024-05-26,false,,3881
1476,2,Amazing,A nice attraction for families and children.,2024-03-16,true,2025-03-10,18937
1477,3,Disappointing,A nice attraction for families and children.,2024-09-16,false,,9232
1478,2,Nice place,Everything was well organized and enjoyable.,2024-12-27,true,2025-03-08,15816
1479,3,Nice place,The visit was fun and memorable.,2024-01-21,true,2025-03-19,12450
1480,5,Nice place,I expected more from the experience.,2024-10-13,false,,9249
1481,1,Disappointing,The place was clean and the staff were helpful.,2024-06-29,true,2025-03-21,18964
1482,2,Nice place,The place was clean and the staff were helpful.,2024-10-25,true,2025-03-25,8480
1483,5,Could be better,The attraction was interesting and worth the price.,2024-07-22,true,2025-03-11,13713
1484,4,Not bad,The place was clean and the staff were helpful.,2024-02-04,false,,8888
1485,5,Worth it,The attraction was interesting and worth the price.,2025-03-01,true,2025-03-03,17661
1486,1,Worth it,I expected more from the experience.,2024-06-05,true,2025-03-14,10180
1487,3,Not bad,A nice attraction for families and children.,2024-04-03,false,,10334
1488,2,Disappointing,I expected more from the experience.,2024-06-01,true,2025-04-01,162
1489,1,Worth it,It was too crowded and not as expected.,2024-09-07,true,2025-03-30,17687
1490,4,Amazing,Everything was well organized and enjoyable.,2024-10-23,false,,8941
1491,2,Nice place,The place was clean and the staff were helpful.,2024-10-05,true,2025-03-12,15602
1492,3,Very good,A nice attraction for families and children.,2024-08-24,false,,13245
1493,4,Amazing,The attraction was interesting and worth the price.,2024-05-21,false,,13225
1494,3,Highly recommended,The attraction was interesting and worth the price.,2024-04-10,true,2025-03-05,14266
1495,2,Nice place,The visit was fun and memorable.,2024-02-27,true,2025-03-03,2777
1496,4,Could be better,I expected more from the experience.,2024-05-31,false,,9732
1497,2,Disappointing,I would recommend this place to others.,2024-04-25,true,2025-03-29,14829
1498,5,Not bad,I had a good experience overall.,2024-09-04,true,2025-03-28,17646
1499,4,Could be better,I had a good experience overall.,2024-09-19,false,,15967
1500,4,Amazing,The place was clean and the staff were helpful.,2024-11-28,true,2025-03-12,12434
1501,3,Not bad,"Some parts were good, but there is room for improvement.",2024-11-05,true,2025-03-30,13301
1502,1,Nice place,I had a good experience overall.,2024-02-22,false,,15454
1503,2,Very good,I would recommend this place to others.,2024-08-17,false,,17296
1504,1,Disappointing,I had a good experience overall.,2024-05-27,false,,3389
1505,4,Not bad,I expected more from the experience.,2024-03-09,false,,2827
1506,4,Great for families,The visit was fun and memorable.,2024-06-21,false,,10147
1507,1,Fun day,The visit was fun and memorable.,2024-08-18,false,,5564
1508,3,Nice place,I had a good experience overall.,2024-02-17,false,,1320
1509,5,Nice place,The attraction was interesting and worth the price.,2024-11-02,false,,7275
1510,2,Nice place,Everything was well organized and enjoyable.,2024-08-24,true,2025-03-29,14955
1511,3,Nice place,Everything was well organized and enjoyable.,2024-07-01,true,2025-03-08,5063
1512,2,Could be better,I would recommend this place to others.,2025-02-11,false,,12410
1513,5,Highly recommended,The place was clean and the staff were helpful.,2024-09-07,true,2025-03-02,19286
1514,1,Nice place,The place was clean and the staff were helpful.,2024-11-23,false,,1261
1515,3,Not bad,I expected more from the experience.,2024-03-03,true,2025-03-12,6216
1516,3,Not bad,I would recommend this place to others.,2024-07-12,true,2025-03-05,1333
1517,2,Nice place,It was too crowded and not as expected.,2024-01-25,true,2025-03-31,14428
1518,4,Could be better,A nice attraction for families and children.,2024-11-05,false,,6637
1519,5,Nice place,It was too crowded and not as expected.,2024-03-30,true,2025-03-02,14736
1520,1,Not bad,The visit was fun and memorable.,2024-09-05,true,2025-03-28,9244
1521,5,Great for families,I would recommend this place to others.,2024-09-04,true,2025-03-04,7683
1522,3,Amazing,The attraction was interesting and worth the price.,2024-11-13,true,2025-03-14,12555
1523,1,Amazing,A nice attraction for families and children.,2024-02-08,true,2025-03-12,7183
1524,2,Worth it,"Some parts were good, but there is room for improvement.",2024-12-29,false,,19195
1525,2,Nice place,The attraction was interesting and worth the price.,2024-05-15,true,2025-03-05,830
1526,5,Very good,The attraction was interesting and worth the price.,2024-05-05,false,,19150
1527,2,Nice place,It was too crowded and not as expected.,2024-01-20,true,2025-03-30,3389
1528,2,Worth it,The attraction was interesting and worth the price.,2024-01-25,true,2025-03-21,17480
1529,5,Highly recommended,"Some parts were good, but there is room for improvement.",2025-02-05,true,2025-03-07,10307
1530,3,Great for families,The attraction was interesting and worth the price.,2024-04-13,false,,4975
1531,2,Not bad,"Some parts were good, but there is room for improvement.",2024-12-16,true,2025-03-04,16618
1532,3,Disappointing,I would recommend this place to others.,2024-11-14,true,2025-03-17,16940
1533,4,Very good,A nice attraction for families and children.,2024-05-25,false,,19562
1534,4,Could be better,"Some parts were good, but there is room for improvement.",2024-11-05,false,,18651
1535,4,Disappointing,Everything was well organized and enjoyable.,2024-05-07,true,2025-03-28,2996
1536,3,Not bad,A nice attraction for families and children.,2024-11-10,false,,7378
1537,1,Could be better,I expected more from the experience.,2024-09-10,true,2025-03-19,19082
1538,2,Great for families,It was too crowded and not as expected.,2024-08-17,true,2025-03-23,3531
1539,4,Worth it,It was too crowded and not as expected.,2024-03-19,true,2025-03-18,10310
1540,1,Could be better,I had a good experience overall.,2025-02-11,true,2025-03-06,12106
1541,3,Could be better,It was too crowded and not as expected.,2024-05-04,false,,2104
1542,4,Great for families,Everything was well organized and enjoyable.,2024-03-02,true,2025-03-24,19232
1543,2,Great for families,"Some parts were good, but there is room for improvement.",2024-08-24,true,2025-03-20,18446
1544,5,Nice place,I expected more from the experience.,2024-07-21,true,2025-03-24,15065
1545,4,Disappointing,I had a good experience overall.,2024-01-09,true,2025-03-29,10890
1546,1,Could be better,I would recommend this place to others.,2024-04-01,false,,5914
1547,3,Nice place,The visit was fun and memorable.,2024-02-10,false,,2110
1548,5,Disappointing,The attraction was interesting and worth the price.,2024-11-28,false,,11086
1549,5,Not bad,"Some parts were good, but there is room for improvement.",2025-01-04,false,,6725
1550,5,Not bad,It was too crowded and not as expected.,2024-05-07,true,2025-03-04,7861
1551,3,Disappointing,"Some parts were good, but there is room for improvement.",2025-02-05,true,2025-03-31,926
1552,2,Nice place,I expected more from the experience.,2024-09-05,true,2025-03-30,5339
1553,1,Highly recommended,The visit was fun and memorable.,2024-12-04,true,2025-03-30,1606
1554,3,Nice place,Everything was well organized and enjoyable.,2024-09-12,false,,3916
1555,2,Nice place,The place was clean and the staff were helpful.,2024-01-20,false,,9989
1556,4,Highly recommended,A nice attraction for families and children.,2025-01-12,false,,9256
1557,1,Disappointing,The visit was fun and memorable.,2024-10-30,false,,5441
1558,1,Could be better,It was too crowded and not as expected.,2024-08-30,true,2025-03-07,17214
1559,2,Very good,A nice attraction for families and children.,2024-05-29,true,2025-03-04,11920
1560,4,Could be better,A nice attraction for families and children.,2024-08-03,false,,11897
1561,4,Nice place,Everything was well organized and enjoyable.,2024-12-09,false,,115
1562,5,Amazing,A nice attraction for families and children.,2024-07-10,true,2025-03-02,11657
1563,2,Worth it,The visit was fun and memorable.,2024-05-21,false,,5974
1564,5,Great for families,I would recommend this place to others.,2024-02-17,true,2025-03-12,17063
1565,2,Could be better,I had a good experience overall.,2024-12-10,true,2025-03-06,18043
1566,4,Not bad,I expected more from the experience.,2024-10-30,false,,12790
1567,1,Disappointing,Everything was well organized and enjoyable.,2024-07-22,false,,2487
1568,3,Highly recommended,Everything was well organized and enjoyable.,2024-08-27,true,2025-03-21,17860
1569,5,Great for families,The place was clean and the staff were helpful.,2024-05-12,false,,11783
1570,3,Disappointing,The place was clean and the staff were helpful.,2024-11-10,false,,18647
1571,2,Very good,The attraction was interesting and worth the price.,2024-08-28,false,,17016
1572,2,Disappointing,"Some parts were good, but there is room for improvement.",2024-01-03,false,,16042
1573,3,Not bad,I expected more from the experience.,2024-06-09,false,,16574
1574,5,Amazing,The visit was fun and memorable.,2024-04-07,false,,6585
1575,2,Disappointing,The visit was fun and memorable.,2024-05-14,true,2025-03-08,16544
1576,5,Worth it,The place was clean and the staff were helpful.,2024-08-30,true,2025-03-15,11504
1577,5,Worth it,The visit was fun and memorable.,2025-02-01,true,2025-03-22,1649
1578,5,Great for families,I would recommend this place to others.,2024-03-26,true,2025-03-27,1731
1579,4,Highly recommended,I expected more from the experience.,2024-08-16,false,,4559
1580,2,Fun day,It was too crowded and not as expected.,2024-11-24,true,2025-03-16,12197
1581,3,Nice place,I expected more from the experience.,2024-08-14,false,,1156
1582,5,Disappointing,I would recommend this place to others.,2024-09-24,false,,3475
1583,2,Amazing,I would recommend this place to others.,2024-01-17,false,,2869
1584,2,Worth it,It was too crowded and not as expected.,2024-08-28,true,2025-03-04,16151
1585,2,Fun day,It was too crowded and not as expected.,2024-01-23,true,2025-03-02,14051
1586,5,Not bad,The visit was fun and memorable.,2025-02-05,true,2025-03-16,17907
1587,1,Could be better,It was too crowded and not as expected.,2024-05-08,false,,15166
1588,5,Could be better,I would recommend this place to others.,2024-06-21,true,2025-03-21,9081
1589,2,Worth it,I would recommend this place to others.,2024-10-30,true,2025-03-06,4668
1590,1,Nice place,The attraction was interesting and worth the price.,2025-01-12,false,,9023
1591,4,Amazing,"Some parts were good, but there is room for improvement.",2024-01-27,false,,14699
1592,1,Not bad,I would recommend this place to others.,2024-08-25,true,2025-03-28,6491
1593,5,Fun day,"Some parts were good, but there is room for improvement.",2024-12-31,false,,15015
1594,2,Fun day,It was too crowded and not as expected.,2024-03-30,true,2025-03-06,18784
1595,2,Amazing,The attraction was interesting and worth the price.,2024-03-21,true,2025-03-03,12222
1596,3,Fun day,Everything was well organized and enjoyable.,2025-01-06,true,2025-03-22,4400
1597,1,Fun day,I would recommend this place to others.,2024-08-06,false,,1215
1598,1,Fun day,I expected more from the experience.,2024-11-11,true,2025-03-18,2811
1599,1,Disappointing,Everything was well organized and enjoyable.,2025-01-11,true,2025-03-29,10074
1600,5,Great for families,I had a good experience overall.,2024-03-04,true,2025-03-27,13708
1601,1,Not bad,I would recommend this place to others.,2024-01-27,false,,18458
1602,5,Not bad,A nice attraction for families and children.,2024-07-04,true,2025-03-14,6742
1603,1,Very good,It was too crowded and not as expected.,2024-08-18,false,,10329
1604,3,Great for families,I had a good experience overall.,2024-04-09,true,2025-03-20,16136
1605,5,Very good,"Some parts were good, but there is room for improvement.",2024-07-15,false,,4978
1606,5,Worth it,It was too crowded and not as expected.,2024-03-20,true,2025-03-15,14556
1607,1,Could be better,Everything was well organized and enjoyable.,2024-06-28,true,2025-03-17,13256
1608,4,Very good,The place was clean and the staff were helpful.,2025-01-24,true,2025-03-11,4691
1609,4,Not bad,The visit was fun and memorable.,2024-06-22,true,2025-03-05,18792
1610,2,Could be better,A nice attraction for families and children.,2024-09-08,false,,19760
1611,4,Not bad,The place was clean and the staff were helpful.,2025-02-11,true,2025-03-16,6630
1612,3,Highly recommended,"Some parts were good, but there is room for improvement.",2024-01-29,true,2025-03-19,1532
1613,5,Very good,The attraction was interesting and worth the price.,2024-10-25,false,,12967
1614,5,Could be better,The place was clean and the staff were helpful.,2024-05-31,false,,14728
1615,3,Worth it,I had a good experience overall.,2024-08-13,false,,7593
1616,5,Disappointing,A nice attraction for families and children.,2024-08-06,true,2025-03-12,15067
