ticket_id,purchase_date,visit_date,price,ticket_status,customer_id,attraction_id
3361,2024-02-06,2024-02-09,143.75,active,79,181
3362,2024-10-14,2024-11-26,313.17,active,351,94
3363,2024-02-05,2024-03-06,448.35,active,498,452
3364,2024-07-03,2024-08-01,142.9,active,173,447
3365,2024-03-18,2024-04-14,274.37,used,442,140
3366,2024-10-06,2024-11-03,38.68,used,230,100
3367,2024-10-07,2024-10-22,495.07,used,457,154
3368,2024-10-04,2024-11-06,113.71,used,496,91
3369,2024-06-11,2024-08-02,129.37,cancelled,497,436
3370,2024-06-01,2024-06-27,459.2,cancelled,25,170
3371,2024-06-20,2024-06-24,233.85,used,475,142
3372,2024-01-26,2024-02-21,192.85,cancelled,172,181
3373,2024-02-10,2024-03-05,481.24,active,106,290
3374,2024-04-03,2024-05-20,415.83,cancelled,18,277
3375,2024-06-19,2024-08-16,387.52,active,22,253
3376,2024-06-07,2024-07-24,33.23,cancelled,53,456
3377,2024-04-29,2024-05-06,476.5,active,237,399
3378,2024-09-16,2024-10-11,65.48,cancelled,10,73
3379,2024-06-17,2024-08-08,161.57,used,350,200
3380,2024-01-28,2024-03-12,357.29,active,325,13
3381,2024-07-26,2024-09-10,318.07,active,162,419
3382,2024-05-17,2024-07-01,471.44,cancelled,91,1
3383,2024-02-12,2024-03-26,84.91,used,462,161
3384,2024-10-16,2024-11-08,438.52,active,6,81
3385,2024-08-01,2024-09-19,409.98,active,41,164
3386,2024-02-26,2024-03-19,123.01,cancelled,477,94
3387,2024-06-26,2024-08-17,334.24,cancelled,302,133
3388,2024-08-13,2024-09-23,447.49,used,17,225
3389,2024-05-24,2024-05-27,478.81,used,52,392
3390,2024-08-14,2024-09-29,111.81,active,238,305
3391,2024-10-08,2024-10-12,466.76,cancelled,381,303
3392,2024-07-06,2024-08-17,33.46,active,342,385
3393,2024-02-03,2024-02-07,24.67,used,148,491
3394,2024-04-20,2024-05-10,390.97,active,105,354
3395,2024-10-23,2024-10-31,21.44,used,65,481
3396,2024-01-17,2024-03-14,122.97,active,260,314
3397,2024-05-25,2024-05-30,54.56,used,321,315
3398,2024-02-18,2024-03-04,495.43,used,451,316
3399,2024-03-30,2024-05-04,192.4,active,466,192
3400,2024-10-17,2024-11-08,90.32,used,199,37
3401,2024-01-18,2024-01-22,215.63,used,292,482
3402,2024-10-22,2024-10-23,329.18,used,293,220
3403,2024-10-07,2024-10-11,55.37,used,368,225
3404,2024-09-01,2024-09-18,41.16,cancelled,459,124
3405,2024-09-02,2024-10-05,148.19,cancelled,65,367
3406,2024-04-21,2024-06-03,113.05,used,158,298
3407,2024-07-10,2024-09-04,128.01,active,202,252
3408,2024-08-22,2024-09-16,384.21,active,172,168
3409,2024-01-05,2024-01-19,97.13,used,425,6
3410,2024-02-07,2024-03-10,122.01,used,161,131
3411,2024-03-07,2024-05-04,207.76,used,55,236
3412,2024-10-02,2024-10-19,108.21,active,322,96
3413,2024-10-20,2024-12-04,393.97,active,405,114
3414,2024-06-06,2024-06-28,430.89,active,8,378
3415,2024-01-17,2024-02-23,39.12,used,430,347
3416,2024-01-24,2024-02-16,137.26,cancelled,392,492
3417,2024-10-03,2024-11-08,458.49,cancelled,130,125
3418,2024-01-08,2024-01-18,445.47,active,46,197
3419,2024-07-20,2024-08-18,125.57,active,316,475
3420,2024-01-04,2024-01-23,450.26,used,491,500
3421,2024-08-21,2024-09-12,382.03,cancelled,285,405
3422,2024-10-05,2024-11-03,175.17,cancelled,441,96
3423,2024-02-14,2024-02-25,304.84,cancelled,395,217
3424,2024-06-08,2024-06-19,209.72,active,489,432
3425,2024-05-03,2024-05-30,342.1,active,409,5
3426,2024-03-13,2024-04-12,197.62,cancelled,96,40
3427,2024-05-10,2024-06-09,491.99,active,356,306
3428,2024-03-05,2024-03-06,455.52,active,47,411
3429,2024-06-25,2024-08-18,97.81,cancelled,385,282
3430,2024-01-04,2024-01-16,110.74,cancelled,491,87
3431,2024-02-20,2024-04-02,401.73,cancelled,339,88
3432,2024-02-04,2024-02-27,455.31,cancelled,403,64
3433,2024-09-24,2024-10-31,456.73,cancelled,3,352
3434,2024-07-06,2024-08-12,65.34,active,396,58
3435,2024-09-14,2024-10-12,121.49,used,171,282
3436,2024-10-08,2024-10-14,370.56,used,292,384
3437,2024-08-25,2024-10-09,486.95,active,361,354
3438,2024-02-18,2024-03-14,286.89,active,363,26
3439,2024-06-22,2024-08-20,133.44,cancelled,392,414
3440,2024-04-20,2024-04-25,282.79,used,312,483
3441,2024-03-20,2024-04-22,456.14,used,461,89
3442,2024-09-17,2024-10-05,179.22,used,444,28
3443,2024-02-19,2024-03-23,86.29,cancelled,387,245
3444,2024-03-24,2024-03-25,45.91,cancelled,110,315
3445,2024-05-30,2024-07-04,81.18,active,70,340
3446,2024-03-20,2024-03-24,140.94,used,143,250
3447,2024-05-22,2024-07-03,121.48,active,474,384
3448,2024-09-25,2024-11-12,72.66,used,499,489
3449,2024-07-03,2024-08-09,309.17,active,359,6
3450,2024-03-05,2024-04-22,321.11,active,66,19
3451,2024-04-16,2024-04-20,152.96,cancelled,357,77
3452,2024-04-22,2024-06-16,82.98,cancelled,225,255
3453,2024-07-02,2024-08-26,466.58,cancelled,449,53
3454,2024-05-04,2024-05-28,364.57,active,461,398
3455,2024-03-07,2024-04-09,64.9,used,454,25
3456,2024-07-27,2024-08-13,210.02,active,350,423
3457,2024-01-30,2024-02-22,363.32,cancelled,119,479
3458,2024-08-13,2024-09-12,240.61,used,463,300
3459,2024-02-19,2024-03-30,277.89,active,394,37
3460,2024-01-12,2024-02-23,97.71,cancelled,46,213
3461,2024-02-07,2024-03-09,163.3,cancelled,21,441
3462,2024-03-22,2024-04-29,379.56,cancelled,112,62
3463,2024-01-15,2024-02-01,139.01,cancelled,278,421
3464,2024-05-21,2024-05-26,317.64,used,84,78
3465,2024-10-17,2024-10-23,404.7,active,481,61
3466,2024-08-02,2024-09-03,26.72,active,188,208
3467,2024-10-12,2024-12-08,196.92,used,431,497
3468,2024-07-20,2024-08-19,477.94,active,197,120
3469,2024-07-20,2024-09-18,93.43,cancelled,263,412
3470,2024-07-20,2024-08-13,193.6,used,298,147
3471,2024-05-10,2024-05-30,334.89,used,495,221
3472,2024-07-19,2024-08-01,348.73,cancelled,395,97
3473,2024-04-25,2024-06-01,220.08,active,155,332
3474,2024-07-11,2024-07-22,237.74,active,434,87
3475,2024-07-16,2024-07-25,228.24,active,46,152
3476,2024-03-16,2024-04-02,123.89,used,341,71
3477,2024-06-24,2024-08-05,286.31,used,137,345
3478,2024-03-18,2024-03-25,346.01,cancelled,326,454
3479,2024-01-21,2024-02-25,372.78,cancelled,487,352
3480,2024-02-20,2024-04-08,318.93,used,76,328
3481,2024-05-02,2024-06-18,169.34,cancelled,44,337
3482,2024-10-19,2024-12-02,202.53,active,103,287
3483,2024-06-22,2024-08-13,134.92,active,369,495
3484,2024-05-24,2024-06-23,487.57,active,456,188
3485,2024-01-30,2024-02-23,275.18,active,126,134
3486,2024-04-13,2024-06-05,36.67,cancelled,124,40
3487,2024-02-10,2024-03-27,420.54,cancelled,271,256
3488,2024-07-26,2024-07-28,199.45,cancelled,137,190
3489,2024-08-27,2024-10-16,369.33,cancelled,289,346
3490,2024-05-17,2024-06-18,178.8,used,206,301
3491,2024-05-17,2024-07-03,390.6,cancelled,172,485
3492,2024-04-12,2024-05-06,484.19,used,190,289
3493,2024-08-29,2024-10-23,150.01,used,477,373
3494,2024-09-14,2024-10-09,481.89,active,221,107
3495,2024-05-23,2024-06-01,57.96,used,147,190
3496,2024-01-12,2024-02-16,354.92,active,294,171
3497,2024-06-05,2024-07-08,62.02,used,95,390
3498,2024-07-23,2024-08-31,88.45,used,295,196
3499,2024-07-22,2024-08-11,425.23,active,58,437
3500,2024-05-02,2024-05-03,237.54,used,70,123
3501,2024-07-07,2024-08-26,364.35,active,137,93
3502,2024-07-16,2024-07-24,467.9,used,27,342
3503,2024-05-15,2024-06-26,281.34,active,127,406
3504,2024-03-21,2024-04-17,411.96,used,398,163
3505,2024-06-07,2024-06-21,364.83,active,232,291
3506,2024-07-30,2024-08-14,335.74,used,116,54
3507,2024-01-10,2024-01-12,276.4,cancelled,375,63
3508,2024-09-10,2024-10-14,414.54,active,73,478
3509,2024-03-02,2024-03-08,196.81,cancelled,229,48
3510,2024-10-12,2024-10-30,172.8,active,186,418
3511,2024-05-23,2024-07-10,450.21,used,456,464
3512,2024-09-15,2024-11-06,241.11,used,433,349
3513,2024-09-12,2024-09-16,73.97,active,330,495
3514,2024-03-24,2024-05-19,331.09,cancelled,13,355
3515,2024-09-27,2024-10-24,402.38,cancelled,421,76
3516,2024-04-23,2024-06-20,233.46,used,68,296
3517,2024-08-08,2024-09-03,347.34,used,97,100
3518,2024-08-27,2024-08-28,73.51,active,331,424
3519,2024-01-24,2024-03-24,386.33,cancelled,183,418
3520,2024-03-19,2024-05-11,230.88,cancelled,33,13
3521,2024-07-07,2024-07-28,331.56,cancelled,24,19
3522,2024-01-13,2024-03-12,92.95,cancelled,92,374
3523,2024-03-06,2024-03-11,168.41,used,238,340
3524,2024-04-09,2024-04-17,224.2,cancelled,155,117
3525,2024-10-20,2024-12-04,400.05,active,391,204
3526,2024-09-27,2024-11-18,321.22,active,254,85
3527,2024-01-18,2024-01-31,78.38,used,319,178
3528,2024-06-28,2024-08-13,94.0,used,91,465
3529,2024-01-14,2024-02-22,329.54,cancelled,372,324
3530,2024-09-05,2024-10-26,138.14,active,369,192
3531,2024-06-29,2024-08-21,448.76,cancelled,350,110
3532,2024-04-30,2024-05-10,101.11,cancelled,355,395
3533,2024-08-14,2024-08-29,355.67,active,458,268
3534,2024-03-30,2024-03-31,157.92,used,354,356
3535,2024-04-23,2024-06-13,189.94,active,117,217
3536,2024-08-06,2024-08-12,263.49,active,241,204
3537,2024-02-16,2024-04-15,43.5,used,24,262
3538,2024-04-05,2024-04-30,311.42,active,392,259
3539,2024-03-22,2024-05-15,429.7,used,20,51
3540,2024-01-08,2024-02-09,79.85,used,52,182
3541,2024-10-10,2024-10-25,448.62,cancelled,348,287
3542,2024-04-03,2024-05-19,63.03,used,342,407
3543,2024-08-10,2024-10-09,359.58,used,274,441
3544,2024-05-12,2024-07-01,213.22,active,167,227
3545,2024-05-14,2024-05-23,89.67,active,354,79
3546,2024-03-13,2024-03-24,461.43,cancelled,9,325
3547,2024-02-24,2024-04-13,311.57,used,79,178
3548,2024-10-13,2024-11-25,431.87,cancelled,79,368
3549,2024-04-04,2024-04-16,372.44,used,208,30
3550,2024-07-12,2024-07-24,414.11,cancelled,173,109
3551,2024-07-09,2024-08-20,43.67,used,125,427
3552,2024-09-02,2024-10-28,403.39,active,438,332
3553,2024-02-28,2024-04-03,46.6,used,351,407
3554,2024-09-08,2024-09-26,70.18,active,4,249
3555,2024-06-10,2024-06-25,431.25,used,396,63
3556,2024-10-14,2024-11-04,91.28,cancelled,37,113
3557,2024-07-16,2024-07-28,212.62,active,261,402
3558,2024-05-26,2024-07-08,211.66,cancelled,425,369
3559,2024-08-30,2024-10-12,195.38,active,161,375
3560,2024-05-21,2024-07-11,248.55,used,164,129
3561,2024-10-18,2024-10-23,403.66,cancelled,338,35
3562,2024-07-07,2024-07-13,225.5,cancelled,138,37
3563,2024-02-09,2024-03-17,387.89,cancelled,176,169
3564,2024-08-07,2024-08-25,28.12,cancelled,47,296
3565,2024-07-11,2024-08-18,492.69,cancelled,165,231
3566,2024-10-07,2024-11-08,191.72,active,31,245
3567,2024-01-01,2024-02-22,85.8,used,87,223
3568,2024-03-22,2024-05-04,27.16,cancelled,444,334
3569,2024-09-11,2024-09-18,85.26,cancelled,46,77
3570,2024-06-06,2024-06-11,471.58,cancelled,125,385
3571,2024-08-08,2024-10-05,474.38,used,237,273
3572,2024-10-17,2024-11-28,237.87,active,290,489
3573,2024-09-24,2024-10-25,123.5,active,219,252
3574,2024-09-04,2024-09-19,58.35,cancelled,395,95
3575,2024-03-08,2024-04-06,332.98,cancelled,392,15
3576,2024-08-23,2024-09-14,353.82,cancelled,274,319
3577,2024-08-31,2024-10-12,281.45,used,122,431
3578,2024-04-16,2024-05-27,348.77,cancelled,355,159
3579,2024-04-13,2024-04-21,309.26,cancelled,395,196
3580,2024-06-17,2024-07-07,110.42,cancelled,345,372
3581,2024-10-23,2024-12-03,180.74,active,64,75
3582,2024-01-24,2024-02-04,78.1,active,181,432
3583,2024-01-13,2024-03-03,187.57,used,140,145
3584,2024-10-15,2024-11-25,238.93,used,246,4
3585,2024-01-26,2024-01-27,87.33,cancelled,238,203
3586,2024-06-05,2024-06-25,281.48,used,255,206
3587,2024-06-01,2024-07-08,234.96,used,473,159
3588,2024-02-15,2024-03-13,411.78,used,456,178
3589,2024-08-06,2024-09-20,495.49,used,440,170
3590,2024-01-17,2024-01-19,215.22,used,162,358
3591,2024-04-22,2024-05-23,115.61,cancelled,379,198
3592,2024-05-19,2024-06-25,224.78,active,493,238
3593,2024-08-13,2024-08-19,72.76,cancelled,290,333
3594,2024-07-02,2024-07-11,293.27,used,115,165
3595,2024-04-15,2024-04-19,353.47,cancelled,239,369
3596,2024-01-05,2024-01-17,196.64,active,83,271
3597,2024-03-23,2024-04-22,218.49,active,219,154
3598,2024-04-30,2024-05-06,429.6,cancelled,149,470
3599,2024-09-25,2024-11-04,427.97,cancelled,391,172
3600,2024-07-20,2024-08-12,462.85,used,337,223
3601,2024-05-06,2024-05-26,486.74,used,448,462
3602,2024-05-29,2024-07-16,126.28,cancelled,132,403
3603,2024-02-07,2024-03-29,450.41,cancelled,63,203
3604,2024-10-18,2024-12-17,309.67,active,386,312
3605,2024-05-04,2024-06-27,358.73,used,142,297
3606,2024-08-18,2024-09-06,128.68,used,450,210
3607,2024-05-15,2024-05-17,272.4,cancelled,429,337
3608,2024-10-14,2024-10-25,90.13,active,304,169
3609,2024-09-13,2024-10-10,81.59,cancelled,245,371
3610,2024-04-21,2024-05-28,341.12,cancelled,329,395
3611,2024-09-24,2024-11-01,431.9,used,52,128
3612,2024-03-21,2024-03-28,484.32,cancelled,229,67
3613,2024-02-01,2024-03-17,103.2,used,390,23
3614,2024-09-02,2024-09-23,164.65,cancelled,179,99
3615,2024-05-26,2024-07-06,360.68,used,190,173
3616,2024-08-29,2024-10-20,301.09,active,20,126
3617,2024-01-06,2024-01-09,164.85,cancelled,222,435
3618,2024-06-04,2024-06-29,465.87,active,371,313
3619,2024-04-24,2024-05-31,46.21,active,73,460
3620,2024-07-01,2024-07-08,85.45,active,105,376
3621,2024-08-24,2024-09-15,432.07,used,271,362
3622,2024-07-19,2024-08-01,178.77,used,322,347
3623,2024-08-29,2024-08-30,286.58,used,498,413
3624,2024-02-10,2024-04-10,295.36,active,484,36
3625,2024-05-13,2024-06-28,193.04,used,97,133
3626,2024-06-16,2024-07-12,206.19,active,38,115
3627,2024-10-04,2024-11-09,198.07,active,152,456
3628,2024-04-03,2024-04-16,417.83,active,478,344
3629,2024-03-10,2024-03-13,431.83,active,159,235
3630,2024-05-29,2024-06-10,147.26,active,336,56
3631,2024-01-10,2024-01-30,131.36,used,366,297
3632,2024-07-31,2024-09-02,375.9,cancelled,411,337
3633,2024-07-21,2024-09-10,414.35,active,17,283
3634,2024-06-09,2024-07-25,359.77,active,292,441
3635,2024-05-23,2024-06-17,381.57,active,79,454
3636,2024-02-15,2024-03-28,338.08,used,225,456
3637,2024-05-26,2024-05-31,243.59,active,20,155
3638,2024-04-16,2024-06-09,172.9,active,117,275
3639,2024-07-06,2024-07-10,98.42,cancelled,313,484
3640,2024-05-23,2024-06-20,207.6,active,230,385
3641,2024-06-21,2024-08-07,438.63,active,102,103
3642,2024-03-09,2024-04-12,497.13,cancelled,407,120
3643,2024-01-05,2024-01-14,27.8,used,206,294
3644,2024-02-25,2024-03-10,118.12,active,118,12
3645,2024-04-22,2024-05-05,141.75,used,226,35
3646,2024-03-03,2024-04-15,452.43,used,187,478
3647,2024-01-06,2024-02-04,430.83,active,398,245
3648,2024-06-26,2024-08-14,410.64,active,461,384
3649,2024-01-30,2024-02-11,153.44,used,108,29
3650,2024-02-10,2024-04-08,103.06,active,377,298
3651,2024-10-11,2024-11-30,143.99,used,88,121
3652,2024-01-15,2024-01-29,150.01,active,24,66
3653,2024-10-03,2024-10-22,240.06,cancelled,415,380
3654,2024-01-09,2024-01-15,238.03,active,491,84
3655,2024-03-08,2024-03-27,45.02,used,30,225
3656,2024-07-30,2024-09-27,419.04,cancelled,453,280
3657,2024-08-24,2024-10-10,392.57,active,426,470
3658,2024-08-31,2024-10-12,325.31,used,165,423
3659,2024-05-13,2024-06-09,70.82,cancelled,480,442
3660,2024-04-03,2024-06-02,146.58,used,185,328
3661,2024-10-04,2024-10-19,277.68,used,79,404
3662,2024-08-28,2024-10-08,91.2,cancelled,447,477
3663,2024-02-02,2024-02-14,94.66,cancelled,21,411
3664,2024-10-26,2024-12-16,350.28,used,202,389
3665,2024-09-30,2024-10-19,362.05,cancelled,372,379
3666,2024-03-16,2024-04-01,253.02,cancelled,97,232
3667,2024-10-20,2024-12-09,471.43,active,52,67
3668,2024-02-13,2024-02-19,490.08,active,272,235
3669,2024-09-19,2024-09-22,133.14,used,353,284
3670,2024-07-31,2024-09-21,460.74,cancelled,26,343
3671,2024-02-07,2024-03-08,430.43,used,150,356
3672,2024-01-19,2024-03-11,322.05,active,307,78
3673,2024-06-29,2024-07-06,302.12,cancelled,317,129
3674,2024-06-30,2024-07-12,307.13,cancelled,454,460
3675,2024-02-26,2024-03-29,68.97,active,73,464
3676,2024-09-09,2024-10-04,379.25,active,113,286
3677,2024-08-20,2024-09-01,98.5,used,439,149
3678,2024-03-17,2024-03-27,74.23,active,193,348
3679,2024-06-13,2024-07-27,409.24,cancelled,451,331
3680,2024-07-14,2024-09-07,479.89,active,379,377
3681,2024-01-01,2024-02-15,279.0,active,104,500
3682,2024-05-28,2024-06-16,164.98,active,157,258
3683,2024-09-22,2024-10-24,264.12,cancelled,473,170
3684,2024-01-07,2024-01-25,243.02,active,6,441
3685,2024-07-10,2024-08-19,347.9,cancelled,351,179
3686,2024-02-06,2024-03-17,387.72,used,98,404
3687,2024-08-17,2024-09-18,143.54,cancelled,463,94
3688,2024-07-22,2024-08-19,324.64,active,82,486
3689,2024-06-11,2024-07-08,131.92,active,232,472
3690,2024-09-11,2024-10-12,173.08,active,82,467
3691,2024-07-02,2024-08-08,93.73,used,42,454
3692,2024-07-23,2024-08-15,280.51,active,415,310
3693,2024-03-09,2024-03-11,333.98,cancelled,372,475
3694,2024-03-21,2024-03-31,304.41,active,37,166
3695,2024-07-29,2024-08-12,40.18,cancelled,163,162
3696,2024-10-24,2024-11-19,131.64,active,238,343
3697,2024-03-19,2024-04-30,216.13,cancelled,371,152
3698,2024-04-02,2024-04-05,227.1,active,172,340
3699,2024-05-12,2024-06-21,266.9,cancelled,343,283
3700,2024-06-22,2024-06-29,113.38,cancelled,55,115
3701,2024-10-02,2024-11-20,428.64,active,140,294
3702,2024-09-30,2024-11-24,428.48,cancelled,439,81
3703,2024-02-02,2024-03-26,328.34,active,436,78
3704,2024-02-18,2024-04-12,102.99,active,191,384
3705,2024-05-31,2024-07-03,338.12,active,365,191
3706,2024-10-02,2024-10-12,437.47,cancelled,214,275
3707,2024-09-12,2024-10-08,163.02,active,54,391
3708,2024-10-25,2024-11-02,274.8,used,285,276
3709,2024-01-30,2024-02-24,168.47,used,385,69
3710,2024-01-01,2024-01-04,401.41,active,292,476
3711,2024-09-14,2024-11-12,467.57,used,327,269
3712,2024-09-02,2024-09-18,419.32,cancelled,168,398
3713,2024-07-17,2024-08-27,212.83,used,384,160
3714,2024-03-01,2024-04-09,228.97,active,112,152
3715,2024-04-02,2024-04-10,313.05,cancelled,477,224
3716,2024-03-15,2024-03-27,56.05,active,9,157
3717,2024-02-02,2024-02-05,156.47,cancelled,130,273
3718,2024-04-21,2024-06-11,486.84,used,376,249
3719,2024-09-18,2024-11-16,442.39,cancelled,444,58
3720,2024-02-16,2024-03-18,434.1,used,79,423
3721,2024-07-27,2024-09-03,312.52,cancelled,143,295
3722,2024-09-26,2024-10-03,332.81,cancelled,358,102
3723,2024-02-26,2024-04-14,283.79,active,113,449
3724,2024-08-09,2024-09-06,216.71,cancelled,353,382
3725,2024-03-27,2024-05-12,21.02,active,179,480
3726,2024-04-10,2024-05-28,97.42,used,100,279
3727,2024-07-21,2024-08-03,439.02,active,165,324
3728,2024-01-24,2024-02-14,408.61,used,126,454
3729,2024-09-28,2024-11-25,132.77,cancelled,1,479
3730,2024-06-30,2024-08-05,350.77,used,432,415
3731,2024-03-28,2024-05-10,393.61,cancelled,32,31
3732,2024-08-18,2024-09-13,276.31,used,84,422
3733,2024-08-22,2024-10-10,229.35,active,440,117
3734,2024-03-31,2024-05-25,286.79,active,452,447
3735,2024-09-13,2024-10-23,448.62,cancelled,405,452
3736,2024-04-14,2024-04-28,410.99,used,461,383
3737,2024-02-12,2024-03-16,181.39,active,453,324
3738,2024-10-04,2024-12-02,409.44,used,91,204
3739,2024-08-20,2024-08-27,138.96,cancelled,157,495
3740,2024-02-25,2024-02-26,487.11,active,80,340
3741,2024-09-15,2024-11-05,95.29,active,368,312
3742,2024-03-19,2024-03-26,343.05,cancelled,375,498
3743,2024-04-24,2024-05-17,450.9,used,378,308
3744,2024-02-02,2024-03-07,248.9,cancelled,481,392
3745,2024-01-11,2024-02-06,477.28,used,253,198
3746,2024-02-18,2024-03-31,40.86,cancelled,371,190
3747,2024-10-24,2024-11-04,23.01,cancelled,268,52
3748,2024-05-16,2024-06-01,389.76,cancelled,66,240
3749,2024-08-15,2024-09-11,76.05,cancelled,356,57
3750,2024-06-29,2024-08-06,221.12,cancelled,330,127
3751,2024-10-04,2024-11-18,163.48,cancelled,255,92
3752,2024-01-09,2024-02-24,414.52,active,360,201
3753,2024-07-11,2024-08-04,354.05,used,274,197
3754,2024-03-28,2024-05-07,437.54,cancelled,425,49
3755,2024-03-11,2024-04-01,235.14,used,316,260
3756,2024-10-16,2024-12-13,477.16,used,167,115
3757,2024-05-19,2024-07-01,228.87,cancelled,5,392
3758,2024-08-15,2024-10-02,162.97,active,297,442
3759,2024-01-12,2024-02-10,148.7,used,74,392
3760,2024-07-29,2024-08-26,303.33,used,33,392
3761,2024-08-12,2024-09-18,316.99,used,12,288
3762,2024-01-02,2024-02-07,395.29,used,158,352
3763,2024-09-11,2024-09-28,288.39,cancelled,317,436
3764,2024-10-19,2024-11-07,214.7,active,489,261
3765,2024-04-09,2024-05-31,311.97,cancelled,434,155
3766,2024-02-27,2024-03-25,241.78,used,430,235
3767,2024-09-22,2024-11-02,184.81,used,376,298
3768,2024-10-01,2024-11-22,275.94,used,150,398
3769,2024-10-26,2024-11-30,33.42,used,162,6
3770,2024-03-26,2024-05-08,327.2,used,449,6
3771,2024-06-16,2024-06-27,76.77,active,84,205
3772,2024-03-12,2024-04-11,38.76,used,149,284
3773,2024-02-01,2024-02-03,423.14,active,139,274
3774,2024-05-09,2024-06-01,269.64,active,1,285
3775,2024-10-03,2024-11-09,286.66,cancelled,412,22
3776,2024-06-17,2024-07-18,166.46,cancelled,283,122
3777,2024-08-30,2024-09-16,420.04,cancelled,55,284
3778,2024-06-26,2024-07-23,492.44,active,8,77
3779,2024-08-16,2024-10-06,197.87,active,25,1
3780,2024-04-18,2024-04-21,346.24,cancelled,200,390
3781,2024-07-25,2024-08-01,304.24,cancelled,183,331
3782,2024-04-14,2024-04-16,457.36,used,199,150
3783,2024-02-19,2024-03-26,145.31,cancelled,99,423
3784,2024-08-12,2024-09-16,339.18,used,222,230
3785,2024-10-18,2024-10-22,261.27,used,468,370
3786,2024-01-10,2024-02-21,76.79,used,83,213
3787,2024-01-18,2024-01-20,74.24,active,219,191
3788,2024-03-03,2024-03-07,130.84,used,156,487
3789,2024-05-09,2024-05-18,308.7,active,202,248
3790,2024-05-20,2024-07-02,184.61,used,287,463
3791,2024-07-24,2024-09-15,459.94,active,155,482
3792,2024-01-20,2024-02-14,88.05,active,60,166
3793,2024-06-25,2024-08-04,306.73,used,71,162
3794,2024-08-05,2024-09-24,105.57,active,64,312
3795,2024-01-05,2024-01-27,133.24,cancelled,332,338
3796,2024-05-30,2024-06-28,400.7,used,256,158
3797,2024-09-02,2024-10-30,206.62,cancelled,148,351
3798,2024-06-15,2024-07-09,306.7,cancelled,224,168
3799,2024-03-28,2024-04-04,427.09,active,274,116
3800,2024-06-09,2024-06-10,254.77,active,497,71
3801,2024-05-27,2024-06-18,369.75,active,53,86
3802,2024-01-29,2024-01-30,375.69,used,66,338
3803,2024-04-04,2024-04-10,466.65,active,476,368
3804,2024-08-29,2024-09-14,463.11,cancelled,74,325
3805,2024-08-25,2024-09-26,95.39,used,275,329
3806,2024-10-06,2024-11-22,138.26,used,285,165
3807,2024-06-13,2024-07-19,175.87,active,300,343
3808,2024-06-05,2024-06-16,347.01,used,72,365
3809,2024-06-09,2024-06-16,214.92,cancelled,168,251
3810,2024-07-07,2024-08-16,60.34,active,29,173
3811,2024-01-27,2024-03-01,428.81,active,186,158
3812,2024-02-17,2024-03-05,235.15,used,138,242
3813,2024-04-27,2024-06-15,195.74,active,183,396
3814,2024-03-13,2024-04-02,230.41,cancelled,375,381
3815,2024-05-31,2024-06-08,419.97,used,61,183
3816,2024-10-24,2024-11-13,357.12,cancelled,236,103
3817,2024-05-13,2024-06-01,426.75,cancelled,105,19
3818,2024-06-19,2024-07-04,254.4,cancelled,16,114
3819,2024-04-09,2024-04-17,274.33,used,43,448
3820,2024-02-05,2024-03-21,116.5,cancelled,267,471
3821,2024-04-03,2024-05-01,469.44,cancelled,243,260
3822,2024-09-30,2024-11-26,104.04,cancelled,35,181
3823,2024-03-30,2024-04-30,280.79,active,5,147
3824,2024-10-11,2024-11-08,108.3,cancelled,33,161
3825,2024-04-02,2024-04-10,233.68,used,210,168
3826,2024-04-18,2024-06-17,177.17,active,248,416
3827,2024-09-19,2024-09-23,68.73,cancelled,443,55
3828,2024-07-01,2024-07-29,349.07,active,150,143
3829,2024-07-14,2024-08-15,62.06,used,227,381
3830,2024-07-12,2024-09-10,98.04,used,302,478
3831,2024-02-03,2024-02-23,127.75,used,70,301
3832,2024-10-21,2024-11-07,446.56,cancelled,407,221
3833,2024-05-14,2024-07-11,183.9,cancelled,301,295
3834,2024-10-26,2024-12-16,33.92,active,58,25
3835,2024-09-29,2024-11-07,285.97,used,117,296
3836,2024-01-09,2024-02-13,454.84,cancelled,363,175
3837,2024-03-24,2024-03-31,358.05,cancelled,305,210
3838,2024-09-24,2024-10-13,454.21,active,334,151
3839,2024-07-18,2024-08-05,373.34,cancelled,398,265
3840,2024-06-01,2024-07-11,380.52,cancelled,315,371
3841,2024-08-22,2024-09-29,197.94,active,288,467
3842,2024-07-08,2024-08-30,392.06,used,169,326
3843,2024-10-19,2024-11-11,382.03,active,485,266
3844,2024-02-26,2024-04-20,304.32,active,74,37
3845,2024-08-13,2024-09-30,300.23,cancelled,276,312
3846,2024-02-07,2024-03-31,86.08,cancelled,277,97
3847,2024-08-19,2024-10-16,59.34,active,475,169
3848,2024-10-24,2024-11-27,163.64,used,474,169
3849,2024-02-20,2024-04-11,147.62,active,218,255
3850,2024-03-22,2024-04-25,497.56,cancelled,54,43
3851,2024-04-03,2024-05-20,124.47,active,108,271
3852,2024-09-14,2024-10-06,380.95,cancelled,59,397
3853,2024-02-11,2024-03-19,137.97,used,428,276
3854,2024-02-10,2024-02-28,473.72,used,296,6
3855,2024-01-12,2024-02-29,401.56,cancelled,470,444
3856,2024-10-20,2024-11-30,426.04,active,228,240
3857,2024-10-22,2024-10-26,197.8,active,287,442
3858,2024-08-05,2024-10-04,223.02,active,114,422
