attraction_id,attraction_name,city,category,description
465,Attraction 465,Holon,History,Popular attraction with many activities.
466,Attraction 466,Haifa,Amusement Park,Offers guided tours and events.
467,Attraction 467,Haifa,Family,Includes food stands and rest areas.
468,Attraction 468,Ashdod,Museum,Offers guided tours and events.
469,Attraction 469,Netanya,Adventure,Popular attraction with many activities.
470,Attraction 470,Beer Sheva,Amusement Park,Open all year round.
471,Attraction 471,Tel Aviv,Nature,Open all year round.
472,Attraction 472,Ramat Gan,Amusement Park,Offers guided tours and events.
473,Attraction 473,Jerusalem,Adventure,Suitable for children and families.
474,Attraction 474,Ramat Gan,History,Open all year round.
475,Attraction 475,Ramat Gan,Science,Includes food stands and rest areas.
476,Attraction 476,Jerusalem,Adventure,Offers guided tours and events.
477,Attraction 477,Eilat,Science,Offers guided tours and events.
478,Attraction 478,Nazareth,Nature,Popular attraction with many activities.
479,Attraction 479,Nazareth,Zoo,Popular attraction with many activities.
480,Attraction 480,Ramat Gan,Kids,Offers guided tours and events.
481,Attraction 481,Haifa,Kids,Includes food stands and rest areas.
482,Attraction 482,Tel Aviv,Zoo,Suitable for children and families.
483,Attraction 483,Eilat,Museum,Suitable for children and families.
484,Attraction 484,Tel Aviv,History,Popular attraction with many activities.
485,Attraction 485,Netanya,Adventure,Open all year round.
486,Attraction 486,Netanya,History,Includes food stands and rest areas.
487,Attraction 487,Ashdod,Water Park,Popular attraction with many activities.
488,Attraction 488,Eilat,Nature,Offers guided tours and events.
489,Attraction 489,Holon,History,Suitable for children and families.
490,Attraction 490,Beer Sheva,Family,Includes food stands and rest areas.
491,Attraction 491,Netanya,Nature,Suitable for children and families.
492,Attraction 492,Ramat Gan,Water Park,Open all year round.
493,Attraction 493,Tel Aviv,Science,Popular attraction with many activities.
494,Attraction 494,Haifa,Family,Suitable for children and families.
495,Attraction 495,Eilat,Adventure,Suitable for children and families.
496,Attraction 496,Ramat Gan,Science,Includes food stands and rest areas.
497,Attraction 497,Tel Aviv,Museum,Offers guided tours and events.
498,Attraction 498,Haifa,Zoo,Includes food stands and rest areas.
499,Attraction 499,Tel Aviv,Adventure,Open all year round.
500,Attraction 500,Holon,Amusement Park,Open all year round.
